course_no,course_name,parse_status,grade_row_count,term_count,department_count,latest_year,latest_term,pdf_path,pdf_exists,issues
DET2039,HRD트렌드,ok,5,2,1,2026,1,outputs/pdfs_full/교육공학과__DET2039__HRD트렌드.pdf,yes,
DET2040,조직개발과조직문화,not_found,0,0,1,,,outputs/pdfs_full/교육공학과__DET2040__조직개발과조직문화.pdf,yes,missing_grade_rows
DET2041,마이크로러닝과AIDT(DigitalTextbook)활용전략,ok,4,1,1,2025,1,outputs/pdfs_full/교육공학과__DET2041__마이크로러닝과AIDT(DigitalTextbook)활용전략.pdf,yes,
DET3014,AI와데이터리터러시,ok,8,4,1,2025,2,outputs/pdfs_full/교육공학과__DET3014__AI와데이터리터러시.pdf,yes,
DET3016,교육공학연구방법론,ok,21,5,1,2014,2,outputs/pdfs_full/교육공학과__DET3016__교육공학연구방법론.pdf,yes,
DET3027,이러닝설계및개발,ok,11,5,1,2026,1,outputs/pdfs_full/교육공학과__DET3027__이러닝설계및개발.pdf,yes,
DET3028,이러닝개발,ok,11,5,1,2025,2,outputs/pdfs_full/교육공학과__DET3028__이러닝개발.pdf,yes,
DET3030,21세기글로벌시대의교육동향,ok,10,2,1,2016,1,outputs/pdfs_full/교육공학과__DET3030__21세기글로벌시대의교육동향.pdf,yes,
DET3031,디지털영상미디어제작실습,not_found,0,0,1,,,outputs/pdfs_full/교육공학과__DET3031__디지털영상미디어제작실습.pdf,yes,missing_grade_rows
DET3032,교육공학글로벌인턴십,not_found,0,0,1,,,outputs/pdfs_full/교육공학과__DET3032__교육공학글로벌인턴십.pdf,yes,missing_grade_rows
DET3033,스마트교육환경론,ok,4,1,1,2015,2,outputs/pdfs_full/교육공학과__DET3033__스마트교육환경론.pdf,yes,
DET3034,교육공학인턴십,not_found,0,0,1,,,outputs/pdfs_full/교육공학과__DET3034__교육공학인턴십.pdf,yes,missing_grade_rows
DET3035,몰입형수업설계및활용,ok,11,5,1,2025,2,outputs/pdfs_full/교육공학과__DET3035__몰입형수업설계및활용.pdf,yes,
DET3036,국제교육개발협력과SDGs세미나,ok,2,1,1,2019,2,outputs/pdfs_full/교육공학과__DET3036__국제교육개발협력과SDGs세미나.pdf,yes,
DET3037,HRD와컨설팅,ok,9,4,1,2025,2,outputs/pdfs_full/교육공학과__DET3037__HRD와컨설팅.pdf,yes,
DET3038,People Analytics,ok,6,3,1,2025,2,outputs/pdfs_full/교육공학과__DET3038__People_Analytics.pdf,yes,
DET3039,GBL설계와적용,ok,10,4,1,2025,1,outputs/pdfs_full/교육공학과__DET3039__GBL설계와적용.pdf,yes,
DET3040,HRD와경력개발,ok,2,1,1,2026,1,outputs/pdfs_full/교육공학과__DET3040__HRD와경력개발.pdf,yes,
DET3041,AI활용교육도구설계,not_found,0,0,1,,,outputs/pdfs_full/교육공학과__DET3041__AI활용교육도구설계.pdf,yes,missing_grade_rows
DET3042,미래교육전문가캡스톤디자인,ok,1,1,1,2025,1,outputs/pdfs_full/교육공학과__DET3042__미래교육전문가캡스톤디자인.pdf,yes,
DET3043,하이브리드러닝플랫폼설계,not_found,0,0,1,,,outputs/pdfs_full/교육공학과__DET3043__하이브리드러닝플랫폼설계.pdf,yes,missing_grade_rows
DET3044,학습분석의이해와적용,not_found,0,0,1,,,outputs/pdfs_full/교육공학과__DET3044__학습분석의이해와적용.pdf,yes,missing_grade_rows
DET4012,디지털변혁시대의HRD방법론,ok,14,5,1,2026,1,outputs/pdfs_full/교육공학과__DET4012__디지털변혁시대의HRD방법론.pdf,yes,
DET4021,교육공학적용연구,ok,13,5,1,2018,1,outputs/pdfs_full/교육공학과__DET4021__교육공학적용연구.pdf,yes,
DET4022,교수체제개발,ok,13,5,1,2025,1,outputs/pdfs_full/교육공학과__DET4022__교수체제개발.pdf,yes,
DET4024,인공지능시대창의성개발,ok,12,5,1,2025,1,outputs/pdfs_full/교육공학과__DET4024__인공지능시대창의성개발.pdf,yes,
DET4025,HRD와리더십개발,ok,14,5,1,2026,1,outputs/pdfs_full/교육공학과__DET4025__HRD와리더십개발.pdf,yes,
DET4027,교수학습정보디자인,ok,5,1,1,2016,1,outputs/pdfs_full/교육공학과__DET4027__교수학습정보디자인.pdf,yes,
DET4028,다문화통합교육과UDL활용,ok,9,2,1,2017,2,outputs/pdfs_full/교육공학과__DET4028__다문화통합교육과UDL활용.pdf,yes,
DET4029,교육공학사례연구,ok,5,3,1,2025,2,outputs/pdfs_full/교육공학과__DET4029__교육공학사례연구.pdf,yes,
DET4030,교육공학연구방법과통계,not_found,0,0,1,,,outputs/pdfs_full/교육공학과__DET4030__교육공학연구방법과통계.pdf,yes,missing_grade_rows
DIS0001,Understanding Global Affairs,ok,21,5,1,2014,1,outputs/pdfs_seoul_university/서울_대학__DIS0001__Understanding_Global_Affairs.pdf,yes,
DIS0008,United States-Korea Relations From 1945,ok,32,5,1,2018,2,outputs/pdfs_seoul_university/서울_대학__DIS0008__United_States-Korea_Relations_From_1945.pdf,yes,
DIS0011,American History & Culture,ok,33,5,1,2018,2,outputs/pdfs_seoul_university/서울_대학__DIS0011__American_History_&_Culture.pdf,yes,
DIS0013,Understanding International Business,ok,29,5,1,2015,1,outputs/pdfs_seoul_university/서울_대학__DIS0013__Understanding_International_Business.pdf,yes,
DIS0014,Understanding International Law,ok,25,5,1,2013,2,outputs/pdfs_seoul_university/서울_대학__DIS0014__Understanding_International_Law.pdf,yes,
DIS0016,Banking & Investment Practice,ok,20,4,1,2026,1,outputs/pdfs_seoul_university/서울_대학__DIS0016__Banking_&_Investment_Practice.pdf,yes,
DIS0023,Understanding UN,ok,21,5,1,2013,2,outputs/pdfs_seoul_university/서울_대학__DIS0023__Understanding_UN.pdf,yes,
DIS1001,Contemporary Society and Philosophy,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS1001__Contemporary_Society_and_Philosophy.pdf,yes,missing_grade_rows
DIS1002,Globalization,ok,13,2,3,2026,1,outputs/pdfs_full/국제학부__DIS1002__Globalization.pdf,yes,
DIS1003,Special Lecture Series I,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS1003__Special_Lecture_Series_I.pdf,yes,missing_grade_rows
DIS1008,Presentation  Skills,ok,26,5,2,2013,1,outputs/pdfs_full/국제학부__DIS1008__Presentation_Skills.pdf,yes,
DIS1015,Business and Environmental Ethics,ok,15,2,3,2025,2,outputs/pdfs_full/국제학부__DIS1015__Business_and_Environmental_Ethics.pdf,yes,
DIS1016,East Asian History and Culture,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS1016__East_Asian_History_and_Culture.pdf,yes,missing_grade_rows
DIS1017,Economic Growth and Development,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS1017__Economic_Growth_and_Development.pdf,yes,missing_grade_rows
DIS1018,Global Ethics,not_found,0,0,3,,,outputs/pdfs_full/국제학부__DIS1018__Global_Ethics.pdf,yes,missing_grade_rows
DIS1021,Creative and Critical Thinking,ok,11,2,3,2026,1,outputs/pdfs_full/국제학부__DIS1021__Creative_and_Critical_Thinking.pdf,yes,
DIS1024,Academic Writing 1,ok,10,2,3,2026,1,outputs/pdfs_full/국제학부__DIS1024__Academic_Writing_1.pdf,yes,
DIS1025,Basic Quantitative Methods,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS1025__Basic_Quantitative_Methods.pdf,yes,missing_grade_rows
DIS1026,Business and Society,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS1026__Business_and_Society.pdf,yes,missing_grade_rows
DIS1027,Law and Society,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS1027__Law_and_Society.pdf,yes,missing_grade_rows
DIS1028,Quantitative Methods,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS1028__Quantitative_Methods.pdf,yes,missing_grade_rows
DIS1029,한국학의이해,ok,7,1,2,2025,1,outputs/pdfs_full/글로벌한국학전공__DIS1029__한국학의이해.pdf,yes,
DIS1030,한국대중문화의이해,ok,9,2,2,2026,1,outputs/pdfs_full/글로벌한국학전공__DIS1030__한국대중문화의이해.pdf,yes,
DIS1031,한국경영의이해,ok,7,2,2,2026,1,outputs/pdfs_full/글로벌한국학전공__DIS1031__한국경영의이해.pdf,yes,
DIS1032,글로벌한국어Ⅱ,ok,11,2,2,2026,1,outputs/pdfs_full/글로벌한국학전공__DIS1032__글로벌한국어II.pdf,yes,
DIS1033,미디어콘텐츠와문화,ok,4,1,2,2025,2,outputs/pdfs_full/글로벌한국학전공__DIS1033__미디어콘텐츠와문화.pdf,yes,
DIS1034,"현대한국의사회,정치,문화",ok,6,1,1,2026,1,"outputs/pdfs_full/글로벌콘텐츠융합학부__DIS1034__현대한국의사회,정치,문화.pdf",yes,
DIS1035,외국인을위한기초영어및한국문화,ok,6,1,1,2026,1,outputs/pdfs_full/글로벌콘텐츠융합학부__DIS1035__외국인을위한기초영어및한국문화.pdf,yes,
DIS2001,Introduction to Political Science,ok,14,2,3,2026,1,outputs/pdfs_full/국제학부__DIS2001__Introduction_to_Political_Science.pdf,yes,
DIS2002,Introduction to Microeconomics,ok,15,3,3,2026,1,outputs/pdfs_full/국제학부__DIS2002__Introduction_to_Microeconomics.pdf,yes,
DIS2003,Introduction to Business Administration,ok,14,2,3,2026,1,outputs/pdfs_full/국제학부__DIS2003__Introduction_to_Business_Administration.pdf,yes,
DIS2004,Research Methods,ok,5,1,3,2025,2,outputs/pdfs_full/국제학부__DIS2004__Research_Methods.pdf,yes,
DIS2005,International Relations,ok,7,1,3,2025,2,outputs/pdfs_full/국제학부__DIS2005__International_Relations.pdf,yes,
DIS2006,International Law,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2006__International_Law.pdf,yes,missing_grade_rows
DIS2007,International Economics,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2007__International_Economics.pdf,yes,missing_grade_rows
DIS2008,International Business,ok,3,1,3,2025,2,outputs/pdfs_full/국제학부__DIS2008__International_Business.pdf,yes,
DIS2009,Leadership Workshop,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2009__Leadership_Workshop.pdf,yes,missing_grade_rows
DIS2016,International Conflict & Cooperation,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2016__International_Conflict_&_Cooperation.pdf,yes,missing_grade_rows
DIS2017,International Relations in East Asia,ok,4,1,3,2025,1,outputs/pdfs_full/국제학부__DIS2017__International_Relations_in_East_Asia.pdf,yes,
DIS2018,Russian Politics & Foreign Policy,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2018__Russian_Politics_&_Foreign_Policy.pdf,yes,missing_grade_rows
DIS2019,Chinese Politics and Foreign Policy,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2019__Chinese_Politics_and_Foreign_Policy.pdf,yes,missing_grade_rows
DIS2020,Japanese Politics & Foreign Policy,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2020__Japanese_Politics_&_Foreign_Policy.pdf,yes,missing_grade_rows
DIS2021,American Politics & Foreign Policy,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2021__American_Politics_&_Foreign_Policy.pdf,yes,missing_grade_rows
DIS2022,International Organizations,ok,4,1,3,2025,2,outputs/pdfs_full/국제학부__DIS2022__International_Organizations.pdf,yes,
DIS2024,Model United Nations,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2024__Model_United_Nations.pdf,yes,missing_grade_rows
DIS2034,Macroeconomics,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2034__Macroeconomics.pdf,yes,missing_grade_rows
DIS2035,The Political Economy of East Asia,ok,3,1,3,2025,1,outputs/pdfs_full/국제학부__DIS2035__The_Political_Economy_of_East_Asia.pdf,yes,
DIS2036,Energy Security and Geopolitics in Asia,ok,10,2,3,2026,1,outputs/pdfs_full/국제학부__DIS2036__Energy_Security_and_Geopolitics_in_Asia.pdf,yes,
DIS2045,Contemporary Korean Society,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2045__Contemporary_Korean_Society.pdf,yes,missing_grade_rows
DIS2046,Korean History and Culture,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2046__Korean_History_and_Culture.pdf,yes,missing_grade_rows
DIS2047,World History,ok,8,1,3,2025,2,outputs/pdfs_full/국제학부__DIS2047__World_History.pdf,yes,
DIS2048,Debate and Argumentation,not_found,0,0,3,,,outputs/pdfs_full/국제학부__DIS2048__Debate_and_Argumentation.pdf,yes,missing_grade_rows
DIS2051,Comparative Politics,ok,6,1,3,2025,1,outputs/pdfs_full/국제학부__DIS2051__Comparative_Politics.pdf,yes,
DIS2052,Accounting,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2052__Accounting.pdf,yes,missing_grade_rows
DIS2053,Principle of Marketing,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS2053__Principle_of_Marketing.pdf,yes,missing_grade_rows
DIS2054,Strategic Management,ok,5,1,3,2025,1,outputs/pdfs_full/국제학부__DIS2054__Strategic_Management.pdf,yes,
DIS2055,Academic Writing 2,ok,8,1,3,2025,2,outputs/pdfs_full/국제학부__DIS2055__Academic_Writing_2.pdf,yes,
DIS2056,Digital Strategy I,not_found,0,0,3,,,outputs/pdfs_full/국제학부__DIS2056__Digital_Strategy_I.pdf,yes,missing_grade_rows
DIS2057,국제관계론,ok,5,1,2,2026,1,outputs/pdfs_full/글로벌한국학전공__DIS2057__국제관계론.pdf,yes,
DIS2058,한국어의실제와사용,ok,10,2,2,2026,1,outputs/pdfs_full/글로벌한국학전공__DIS2058__한국어의실제와사용.pdf,yes,
DIS2059,한류의정치경제학,not_found,0,0,2,,,outputs/pdfs_full/글로벌한국학전공__DIS2059__한류의정치경제학.pdf,yes,missing_grade_rows
DIS2060,한국정치,ok,4,1,2,2025,2,outputs/pdfs_full/글로벌한국학전공__DIS2060__한국정치.pdf,yes,
DIS2061,한국역사콘텐츠,ok,4,1,2,2025,2,outputs/pdfs_full/글로벌한국학전공__DIS2061__한국역사콘텐츠.pdf,yes,
DIS2062,한국어글쓰기,ok,5,1,2,2025,2,outputs/pdfs_full/글로벌한국학전공__DIS2062__한국어글쓰기.pdf,yes,
DIS2063,K-pop특강,ok,3,1,2,2025,2,outputs/pdfs_full/글로벌한국학전공__DIS2063__K-pop특강.pdf,yes,
DIS2064,한국과다문화사회,ok,5,1,2,2025,2,outputs/pdfs_full/글로벌한국학전공__DIS2064__한국과다문화사회.pdf,yes,
DIS2065,한국문화콘텐츠와스토리텔링,ok,2,1,2,2025,1,outputs/pdfs_full/글로벌한국학전공__DIS2065__한국문화콘텐츠와스토리텔링.pdf,yes,
DIS2066,Introduction to Macroeconomics,ok,5,1,3,2025,2,outputs/pdfs_full/국제학부__DIS2066__Introduction_to_Macroeconomics.pdf,yes,
DIS2067,International Trade and Politics,ok,14,2,2,2026,1,outputs/pdfs_full/국제학전공__DIS2067__International_Trade_and_Politics.pdf,yes,
DIS2068,International Security,ok,11,2,2,2026,1,outputs/pdfs_full/국제학전공__DIS2068__International_Security.pdf,yes,
DIS2069,Quantative Analysis,not_found,0,0,2,,,outputs/pdfs_full/국제학전공__DIS2069__Quantative_Analysis.pdf,yes,missing_grade_rows
DIS2070,International Trade and Commerce,ok,3,1,1,2025,2,outputs/pdfs_full/국제학부__DIS2070__International_Trade_and_Commerce.pdf,yes,
DIS3003,Public International Law,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3003__Public_International_Law.pdf,yes,missing_grade_rows
DIS3004,Global Marketing and Business Strategy,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3004__Global_Marketing_and_Business_Strategy.pdf,yes,missing_grade_rows
DIS3007,International Banking and Capital Market,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3007__International_Banking_and_Capital_Market.pdf,yes,missing_grade_rows
DIS3010,Microeconomics,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3010__Microeconomics.pdf,yes,missing_grade_rows
DIS3012,Korean Politics and Foreign Policy,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3012__Korean_Politics_and_Foreign_Policy.pdf,yes,missing_grade_rows
DIS3013,Korean Economy and Business,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3013__Korean_Economy_and_Business.pdf,yes,missing_grade_rows
DIS3015,International accounting and finance,ok,22,5,4,2025,2,outputs/pdfs_full/국제학부__DIS3015__International_accounting_and_finance.pdf,yes,
DIS3019,Transnational Management,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3019__Transnational_Management.pdf,yes,missing_grade_rows
DIS3021,Individual Study:Internships,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3021__Individual_Study_Internships.pdf,yes,missing_grade_rows
DIS3022,International Marketing,ok,3,1,3,2025,1,outputs/pdfs_full/국제학부__DIS3022__International_Marketing.pdf,yes,
DIS3025,The Developments of Modern Diplomacy,ok,25,5,1,2018,2,outputs/pdfs_seoul_university/서울_대학__DIS3025__The_Developments_of_Modern_Diplomacy.pdf,yes,
DIS3027,Corporate Finance I,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3027__Corporate_Finance_I.pdf,yes,missing_grade_rows
DIS3028,Corporate Finance II,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3028__Corporate_Finance_II.pdf,yes,missing_grade_rows
DIS3029,Operation Management,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3029__Operation_Management.pdf,yes,missing_grade_rows
DIS3030,Chinese Society & Culture,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3030__Chinese_Society_&_Culture.pdf,yes,missing_grade_rows
DIS3031,Special TopicsI,not_found,0,0,3,,,outputs/pdfs_full/국제학부__DIS3031__Special_TopicsI.pdf,yes,missing_grade_rows
DIS3032,Chinese Economy & Business,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3032__Chinese_Economy_&_Business.pdf,yes,missing_grade_rows
DIS3033,Special TopicsII,ok,2,1,3,2025,2,outputs/pdfs_full/국제학부__DIS3033__Special_TopicsII.pdf,yes,
DIS3036,Research Methodology,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3036__Research_Methodology.pdf,yes,missing_grade_rows
DIS3037,Basic Econometrics,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3037__Basic_Econometrics.pdf,yes,missing_grade_rows
DIS3038,The 4th Industrial Revolution and the Future of Asia,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3038__The_4th_Industrial_Revolution_and_the_Future_of_Asia.pdf,yes,missing_grade_rows
DIS3039,Data Analysis Using Python,ok,7,1,3,2025,1,outputs/pdfs_full/국제학부__DIS3039__Data_Analysis_Using_Python.pdf,yes,
DIS3040,International Finance and politics,ok,6,1,3,2025,2,outputs/pdfs_full/국제학부__DIS3040__International_Finance_and_politics.pdf,yes,
DIS3042,관광경영,not_found,0,0,2,,,outputs/pdfs_full/글로벌한국학전공__DIS3042__관광경영.pdf,yes,missing_grade_rows
DIS3043,한국기업의경쟁전략,not_found,0,0,2,,,outputs/pdfs_full/글로벌한국학전공__DIS3043__한국기업의경쟁전략.pdf,yes,missing_grade_rows
DIS3044,한국기업의글로벌경영,ok,6,2,2,2026,1,outputs/pdfs_full/글로벌한국학전공__DIS3044__한국기업의글로벌경영.pdf,yes,
DIS3045,글로벌한국어Ⅲ,ok,8,2,2,2026,1,outputs/pdfs_full/글로벌한국학전공__DIS3045__글로벌한국어III.pdf,yes,
DIS3046,동아시아국제관계와한국,ok,2,1,2,2025,1,outputs/pdfs_full/글로벌한국학전공__DIS3046__동아시아국제관계와한국.pdf,yes,
DIS3047,한국어텍스트읽기,ok,6,1,2,2025,2,outputs/pdfs_full/글로벌한국학전공__DIS3047__한국어텍스트읽기.pdf,yes,
DIS3048,북한체제의이해,not_found,0,0,2,,,outputs/pdfs_full/글로벌한국학전공__DIS3048__북한체제의이해.pdf,yes,missing_grade_rows
DIS3049,한국의시민사회,not_found,0,0,2,,,outputs/pdfs_full/글로벌한국학전공__DIS3049__한국의시민사회.pdf,yes,missing_grade_rows
DIS3050,Sustainable Development,ok,4,1,1,2025,1,outputs/pdfs_full/국제학부__DIS3050__Sustainable_Development.pdf,yes,
DIS3051,"세계속의한국문화,한국속의세계문화",ok,8,2,1,2026,1,"outputs/pdfs_full/글로벌콘텐츠융합학부__DIS3051__세계속의한국문화,한국속의세계문화.pdf",yes,
DIS3052,글로벌콘텐츠와SDGs,ok,5,1,1,2025,2,outputs/pdfs_full/글로벌콘텐츠융합학부__DIS3052__글로벌콘텐츠와SDGs.pdf,yes,
DIS3053,Quantitative Business Analysis,ok,4,1,1,2026,1,outputs/pdfs_full/국제학부__DIS3053__Quantitative_Business_Analysis.pdf,yes,
DIS3056,Advanced Research Methods,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS3056__Advanced_Research_Methods.pdf,yes,missing_grade_rows
DIS3057,세계이주와디아스포라역사속한국,ok,5,1,1,2026,1,outputs/pdfs_full/글로벌콘텐츠융합학부__DIS3057__세계이주와디아스포라역사속한국.pdf,yes,
DIS4002,Human Resource Management,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS4002__Human_Resource_Management.pdf,yes,missing_grade_rows
DIS4003,캡스톤특강:M&A와기업구조조정,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS4003__캡스톤특강_M&A와기업구조조정.pdf,yes,missing_grade_rows
DIS4004,U.S. Legal System,not_found,0,0,1,,,outputs/pdfs_full/국제학부__DIS4004__U.S._Legal_System.pdf,yes,missing_grade_rows
