course_no,course_name,canonical_dept_code,canonical_dept_name,opening_dept,year_term_range,first_year,first_term,latest_year,latest_term,grade_row_count,term_count,department_count,pdf_path,parse_status
APS4020,지식재산경영,H0003960,응용시스템전공,응용시스템전공,2023/1 ~ 2029/2,2026,1,2026,1,6,1,4,outputs/pdfs_full/응용시스템전공__APS4020__지식재산경영.pdf,ok
APS4021,산업문제해결컨설팅,H0003960,응용시스템전공,응용시스템전공,2022/1 ~ 2030/2,,,,,0,0,4,outputs/pdfs_full/응용시스템전공__APS4021__산업문제해결컨설팅.pdf,not_found
APS4022,비즈니스모델디자인,H0003960,응용시스템전공,응용시스템전공,2023/1 ~ 2030/2,2026,1,2026,1,6,1,5,outputs/pdfs_full/응용시스템전공__APS4022__비즈니스모델디자인.pdf,ok
ARD2001,주거론,H0002886,건축학부,건축학부(학부/서울),2008/1 ~ 2030/2,2022,1,2026,1,24,5,2,outputs/pdfs_full/건축학부__ARD2001__주거론.pdf,ok
ARD2052,건축환경공학,H0002886,건축학부,건축학부(학부/서울),2007/1 ~ 2029/2,2024,2,2026,1,21,4,2,outputs/pdfs_full/건축학부__ARD2052__건축환경공학.pdf,ok
ARD3005,서양건축사,H0002886,건축학부,건축학부(학부/서울),2006/1 ~ 2027/2,2022,2,2025,2,24,4,1,outputs/pdfs_full/건축학부__ARD3005__서양건축사.pdf,ok
ARD3009,건축구법1,H0002886,건축학부,건축학부(학부/서울),2006/1 ~ 2016/2,2018,2,2022,2,31,5,2,outputs/pdfs_full/건축학부__ARD3009__건축구법1.pdf,ok
ARD3010,건축구법2,H0002521,건축공학부,건축공학부(학부/서울),2008/1 ~ 2017/2,2017,1,2017,1,2,1,1,outputs/pdfs_full/건축공학부__ARD3010__건축구법2.pdf,ok
ARD3063,건축계획,H0002886,건축학부,건축학부(학부/서울),2006/1 ~ 2028/2,2022,1,2026,1,34,5,2,outputs/pdfs_full/건축학부__ARD3063__건축계획.pdf,ok
ARD4005,한국건축사,H0002886,건축학부,건축학부(학부/서울),2006/1 ~ 2028/2,2022,1,2026,1,35,5,1,outputs/pdfs_full/건축학부__ARD4005__한국건축사.pdf,ok
ARD4006,현대건축사,H0002886,건축학부,건축학부(학부/서울),2007/1 ~ 2017/2,2013,1,2017,1,36,5,1,outputs/pdfs_full/건축학부__ARD4006__현대건축사.pdf,ok
ARD4007,동양건축사,H0002886,건축학부,건축학부(학부/서울),2009/1 ~ 2027/2,2017,2,2023,1,26,5,1,outputs/pdfs_full/건축학부__ARD4007__동양건축사.pdf,ok
ARD4012,건축기획,H0002886,건축학부,건축학부(학부/서울),2008/1 ~ 2031/2,2022,1,2026,1,22,5,1,outputs/pdfs_full/건축학부__ARD4012__건축기획.pdf,ok
ARE1001,건축론,H0002886,건축학부,건축학부(학부/서울),2009/1 ~ 2019/2,2014,2,2018,2,37,5,1,outputs/pdfs_full/건축학부__ARE1001__건축론.pdf,ok
ARE1032,기초표현1,H0002886,건축학부,건축학부(학부/서울),2005/1 ~ 2015/2,2011,1,2015,1,26,5,1,outputs/pdfs_full/건축학부__ARE1032__기초표현1.pdf,ok
ARE1033,기초표현2,H0002886,건축학부,건축학부(학부/서울),2005/1 ~ 2015/2,2011,2,2015,2,29,5,1,outputs/pdfs_full/건축학부__ARE1033__기초표현2.pdf,ok
ARE1034,수학과기하학,H0002886,건축학부,건축학부(학부/서울),2005/1 ~ 2023/2,2019,2,2023,2,30,5,1,outputs/pdfs_full/건축학부__ARE1034__수학과기하학.pdf,ok
ARE1035,물리학의개념,H0002886,건축학부,건축학부(학부/서울),2005/1 ~ 2023/2,2019,2,2023,2,32,5,1,outputs/pdfs_full/건축학부__ARE1035__물리학의개념.pdf,ok
ARE1056,기초표현,H0002886,건축학부,건축학부(학부/서울),2016/1 ~ 2025/2,2021,1,2025,1,28,5,1,outputs/pdfs_full/건축학부__ARE1056__기초표현.pdf,ok
ARE1057,스마트건축의이해,H0002521,건축공학부,건축공학부(학부/서울),2020/1 ~ 2027/2,2022,2,2025,2,17,4,1,outputs/pdfs_full/건축공학부__ARE1057__스마트건축의이해.pdf,ok
ARE1058,건축의이해,H0002886,건축학부,건축학부(학부/서울),2024/1 ~ 2027/2,2024,1,2026,1,16,3,1,outputs/pdfs_full/건축학부__ARE1058__건축의이해.pdf,ok
ARE2007,건축설비개론,H0002886,건축학부,건축학부(학부/서울),2007/1 ~ 2029/2,2024,2,2026,1,30,4,2,outputs/pdfs_full/건축학부__ARE2007__건축설비개론.pdf,ok
ARE2008,건축CAD,H0002886,건축학부,건축학부(학부/서울),2006/1 ~ 2016/2,2012,2,2016,2,36,5,1,outputs/pdfs_full/건축학부__ARE2008__건축CAD.pdf,ok
ARE2021,공학역학,H0002521,건축공학부,건축공학부(학부/서울),2010/1 ~ 2028/2,2022,1,2026,1,25,5,1,outputs/pdfs_full/건축공학부__ARE2021__공학역학.pdf,ok
ARE2022,건물유체및열역학,H0002521,건축공학부,건축공학부(학부/서울),2010/1 ~ 2028/2,2022,2,2025,2,28,4,1,outputs/pdfs_full/건축공학부__ARE2022__건물유체및열역학.pdf,ok
ARE2051,건축사,H0002521,건축공학부,건축공학부(학부/서울),2006/1 ~ 2018/2,2014,1,2018,1,30,5,1,outputs/pdfs_full/건축공학부__ARE2051__건축사.pdf,ok
ARE2070,컴퓨터활용디자인기본,H0002886,건축학부,건축학부(학부/서울),2014/1 ~ 2027/2,2022,2,2025,2,24,4,1,outputs/pdfs_full/건축학부__ARE2070__컴퓨터활용디자인기본.pdf,ok
ARE2078,건축과컴퓨터,H0002886,건축학부,건축학부(학부/서울),2017/1 ~ 2028/2,2022,2,2025,2,25,4,1,outputs/pdfs_full/건축학부__ARE2078__건축과컴퓨터.pdf,ok
ARE3005,건축재료,H0002886,건축학부,건축학부(학부/서울),2007/1 ~ 2017/2,2022,1,2026,1,18,5,2,outputs/pdfs_full/건축학부__ARE3005__건축재료.pdf,ok
ARE3008,건축구조역학1,H0002886,건축학부,건축학부(학부/서울),2007/1 ~ 2017/2,2022,1,2026,1,25,5,2,outputs/pdfs_full/건축학부__ARE3008__건축구조역학1.pdf,ok
ARE3009,건축구조역학2,H0002521,건축공학부,건축공학부(학부/서울),2007/1 ~ 2029/2,2022,2,2025,2,14,4,1,outputs/pdfs_full/건축공학부__ARE3009__건축구조역학2.pdf,ok
ARE3067,건축설계론,H0002886,건축학부,건축학부(학부/서울),2008/1 ~ 2022/2,2018,2,2022,2,27,5,1,outputs/pdfs_full/건축학부__ARE3067__건축설계론.pdf,ok
ARE3069,글로벌건설경영,H0002521,건축공학부,건축공학부(학부/서울),2007/1 ~ 2029/2,2022,2,2025,2,20,4,1,outputs/pdfs_full/건축공학부__ARE3069__글로벌건설경영.pdf,ok
ARE3070,도시사,H0002886,건축학부,건축학부(학부/서울),2008/1 ~ 2019/2,2014,1,2019,1,29,5,1,outputs/pdfs_full/건축학부__ARE3070__도시사.pdf,ok
ARE3080,건축융합설계1,H0002521,건축공학부,건축공학부(학부/서울),2018/1 ~ 2025/2,2021,1,2025,1,24,5,1,outputs/pdfs_full/건축공학부__ARE3080__건축융합설계1.pdf,ok
ARE3081,건축융합설계2,H0002521,건축공학부,건축공학부(학부/서울),2018/1 ~ 2025/2,2021,2,2025,2,26,5,1,outputs/pdfs_full/건축공학부__ARE3081__건축융합설계2.pdf,ok
ARE3082,컴퓨터활용건축설계특론,H0002886,건축학부,건축학부(학부/서울),2018/1 ~ 2029/2,2022,1,2026,1,31,5,1,outputs/pdfs_full/건축학부__ARE3082__컴퓨터활용건축설계특론.pdf,ok
ARE3083,건축구조역학,H0002886,건축학부,건축학부(학부/서울),2017/1 ~ 2028/2,2022,2,2025,2,20,4,1,outputs/pdfs_full/건축학부__ARE3083__건축구조역학.pdf,ok
ARE3084,근대건축의역사와이론,H0002886,건축학부,건축학부(학부/서울),2017/1 ~ 2028/2,2022,2,2025,2,28,4,1,outputs/pdfs_full/건축학부__ARE3084__근대건축의역사와이론.pdf,ok
ARE3085,건축재료및활용,H0002886,건축학부,건축학부(학부/서울),2018/1 ~ 2029/2,2022,1,2026,1,38,5,1,outputs/pdfs_full/건축학부__ARE3085__건축재료및활용.pdf,ok
ARE3086,스마트건축생산,H0002521,건축공학부,건축공학부(학부/서울),2020/1 ~ 2029/2,2021,2,2025,2,4,4,1,outputs/pdfs_full/건축공학부__ARE3086__스마트건축생산.pdf,ok
ARE3087,건축과도시설계,H0002886,건축학부,건축학부(학부/서울),2022/1 ~ 2029/2,2022,2,2025,2,19,4,1,outputs/pdfs_full/건축학부__ARE3087__건축과도시설계.pdf,ok
ARE3088,건축융합설계,H0002521,건축공학부,건축공학부(학부/서울),2026/1 ~ 2029/2,,,,,0,0,1,outputs/pdfs_full/건축공학부__ARE3088__건축융합설계.pdf,not_found
ARE3096,건축통합시스템,H0002886,건축학부,건축학부(학부/서울),2025/1 ~ 2030/2,2025,2,2025,2,8,1,1,outputs/pdfs_full/건축학부__ARE3096__건축통합시스템.pdf,ok
ARE3097,건축법과실무,H0002886,건축학부,건축학부(학부/서울),2025/1 ~ 2030/2,2025,2,2025,2,6,1,1,outputs/pdfs_full/건축학부__ARE3097__건축법과실무.pdf,ok
ARE4002,구조해석,H0002517,건설환경공학과,건설환경공학과(학부/서울),2011/1 ~ 2029/2,2022,1,2026,1,33,5,1,outputs/pdfs_full/건설환경공학과__ARE4002__구조해석.pdf,ok
ARE4014,건축구조계획,H0002886,건축학부,건축학부(학부/서울),2007/1 ~ 2030/2,2022,2,2025,2,28,4,2,outputs/pdfs_full/건축학부__ARE4014__건축구조계획.pdf,ok
ARE4020,건축공학실험,H0002521,건축공학부,건축공학부(학부/서울),2008/1 ~ 2018/2,,,,,0,0,1,outputs/pdfs_full/건축공학부__ARE4020__건축공학실험.pdf,not_found
ARE4022,건축음향,H0002521,건축공학부,건축공학부(학부/서울),2007/1 ~ 2029/2,2022,2,2025,2,15,4,1,outputs/pdfs_full/건축공학부__ARE4022__건축음향.pdf,ok
ARE4026,환경과생태건축,H0002886,건축학부,건축학부(학부/서울),2009/1 ~ 2030/2,2024,1,2026,1,25,4,2,outputs/pdfs_full/건축학부__ARE4026__환경과생태건축.pdf,ok
ARE4027,건축상세미학,H0002886,건축학부,건축학부(학부/서울),2008/1 ~ 2031/2,2022,2,2025,2,16,4,1,outputs/pdfs_full/건축학부__ARE4027__건축상세미학.pdf,ok
ARE4030,전기회로및조명시스템,H0002521,건축공학부,건축공학부(학부/서울),2008/1 ~ 2030/2,2022,2,2025,2,18,4,1,outputs/pdfs_full/건축공학부__ARE4030__전기회로및조명시스템.pdf,ok
ARE4031,건물에너지,H0002521,건축공학부,건축공학부(학부/서울),2012/1 ~ 2030/2,2022,1,2026,1,37,5,1,outputs/pdfs_full/건축공학부__ARE4031__건물에너지.pdf,ok
ARE4078,건축실무,H0002886,건축학부,건축학부(학부/서울),2009/1 ~ 2030/2,2020,2,2024,2,27,5,1,outputs/pdfs_full/건축학부__ARE4078__건축실무.pdf,ok
ARE4086,기본설계1,H0002886,건축학부,건축학부(학부/서울),2005/1 ~ 2027/2,2022,1,2026,1,35,5,2,outputs/pdfs_full/건축학부__ARE4086__기본설계1.pdf,ok
ARE4087,기본설계2,H0002886,건축학부,건축학부(학부/서울),2005/1 ~ 2027/2,2022,2,2025,2,28,4,2,outputs/pdfs_full/건축학부__ARE4087__기본설계2.pdf,ok
ARE4088,건축설계스튜디오1,H0002886,건축학부,건축학부(학부/서울),2006/1 ~ 2028/2,2022,1,2026,1,32,5,1,outputs/pdfs_full/건축학부__ARE4088__건축설계스튜디오1.pdf,ok
ARE4089,건축설계스튜디오2,H0002886,건축학부,건축학부(학부/서울),2006/1 ~ 2028/2,2022,2,2025,2,24,4,1,outputs/pdfs_full/건축학부__ARE4089__건축설계스튜디오2.pdf,ok
ARE4092,건축설계스튜디오3,H0002886,건축학부,건축학부(학부/서울),2007/1 ~ 2029/2,2022,1,2026,1,30,5,1,outputs/pdfs_full/건축학부__ARE4092__건축설계스튜디오3.pdf,ok
ARE4093,건축설계스튜디오4,H0002886,건축학부,건축학부(학부/서울),2007/1 ~ 2029/2,2022,2,2025,2,23,4,1,outputs/pdfs_full/건축학부__ARE4093__건축설계스튜디오4.pdf,ok
ARE4095,건축설계스튜디오5,H0002886,건축학부,건축학부(학부/서울),2008/1 ~ 2030/2,2022,1,2026,1,31,5,1,outputs/pdfs_full/건축학부__ARE4095__건축설계스튜디오5.pdf,ok
ARE4096,건축설계스튜디오6,H0002886,건축학부,건축학부(학부/서울),2008/1 ~ 2030/2,2022,2,2025,2,24,4,1,outputs/pdfs_full/건축학부__ARE4096__건축설계스튜디오6.pdf,ok
ARE4097,건축설계스튜디오7,H0002886,건축학부,건축학부(학부/서울),2009/1 ~ 2031/2,2022,1,2026,1,23,5,1,outputs/pdfs_full/건축학부__ARE4097__건축설계스튜디오7.pdf,ok
ARE4098,건축설계스튜디오8,H0002886,건축학부,건축학부(학부/서울),2009/1 ~ 2031/2,2022,2,2025,2,22,4,1,outputs/pdfs_full/건축학부__ARE4098__건축설계스튜디오8.pdf,ok
ARE4100,건축공간론,H0002886,건축학부,건축학부(학부/서울),2016/1 ~ 2026/2,2018,2,2019,2,13,2,1,outputs/pdfs_full/건축학부__ARE4100__건축공간론.pdf,ok
ARE4101,예술과기술,H0002886,건축학부,건축학부(학부/서울),2016/1 ~ 2030/2,2022,1,2026,1,20,5,1,outputs/pdfs_full/건축학부__ARE4101__예술과기술.pdf,ok
ARE4106,현대건축의역사와이론,H0002886,건축학부,건축학부(학부/서울),2019/1 ~ 2030/2,2022,1,2026,1,31,5,1,outputs/pdfs_full/건축학부__ARE4106__현대건축의역사와이론.pdf,ok
ARE4107,공학프로젝트및현장실습,H0002521,건축공학부,건축공학부(학부/서울),2019/1 ~ 2019/2,2019,1,2019,1,4,1,1,outputs/pdfs_full/건축공학부__ARE4107__공학프로젝트및현장실습.pdf,ok
ARE4108,건축공학종합설계,H0002521,건축공학부,건축공학부(학부/서울),2019/1 ~ 2022/2,,,,,0,0,1,outputs/pdfs_full/건축공학부__ARE4108__건축공학종합설계.pdf,not_found
ARE4109,건축과인터랙션,H0002886,건축학부,건축학부(학부/서울),2023/1 ~ 2030/2,2023,2,2025,2,12,3,1,outputs/pdfs_full/건축학부__ARE4109__건축과인터랙션.pdf,ok
ARE4110,동아시아건축과문화,H0002886,건축학부,건축학부(학부/서울),2024/1 ~ 2031/2,2024,2,2025,2,7,2,1,outputs/pdfs_full/건축학부__ARE4110__동아시아건축과문화.pdf,ok
ARE5000,건축공간행태론,H0002886,건축학부,건축학부(학부/서울),2008/1 ~ 2030/2,2021,1,2026,1,15,5,1,outputs/pdfs_full/건축학부__ARE5000__건축공간행태론.pdf,ok
ARE5001,디지털디자인스튜디오,H0002886,건축학부,건축학부(학부/서울),2008/1 ~ 2030/2,2021,1,2026,1,22,5,1,outputs/pdfs_full/건축학부__ARE5001__디지털디자인스튜디오.pdf,ok
ARE5003,건축연구,H0002886,건축학부,건축학부(학부/서울),2009/1 ~ 2031/2,2022,1,2026,1,21,5,1,outputs/pdfs_full/건축학부__ARE5003__건축연구.pdf,ok
ARE5004,건축연구2,H0002886,건축학부,건축학부(학부/서울),2009/1 ~ 2023/2,2019,2,2023,2,24,5,1,outputs/pdfs_full/건축학부__ARE5004__건축연구2.pdf,ok
ARE5005,글로벌프로젝트기획및개발,H0002521,건축공학부,건축공학부(학부/서울),2008/1 ~ 2030/2,2022,2,2025,2,10,4,1,outputs/pdfs_full/건축공학부__ARE5005__글로벌프로젝트기획및개발.pdf,ok
ARE5007,건축방재론,H0002886,건축학부,건축학부(학부/서울),2009/1 ~ 2019/2,2012,2,2016,2,8,2,1,outputs/pdfs_full/건축학부__ARE5007__건축방재론.pdf,ok
ARE5008,Adventure_Design(건축융합1),H0002521,건축공학부,건축공학부(학부/서울),2006/1 ~ 2028/2,2022,1,2026,1,19,5,1,outputs/pdfs_full/건축공학부__ARE5008__Adventure_Design(건축융합1).pdf,ok
ARE5009,Adventure_Design(건축융합2),H0002521,건축공학부,건축공학부(학부/서울),2006/1 ~ 2028/2,2022,2,2025,2,15,4,1,outputs/pdfs_full/건축공학부__ARE5009__Adventure_Design(건축융합2).pdf,ok
ARE5011,건축시공계획,H0002886,건축학부,건축학부(학부/서울),2008/1 ~ 2029/2,2024,2,2026,1,18,4,2,outputs/pdfs_full/건축학부__ARE5011__건축시공계획.pdf,ok
ARE5012,건축종합설계1,H0002521,건축공학부,건축공학부(학부/서울),2007/1 ~ 2017/2,2013,1,2017,1,27,5,1,outputs/pdfs_full/건축공학부__ARE5012__건축종합설계1.pdf,ok
ARE5013,건축종합설계2,H0002521,건축공학부,건축공학부(학부/서울),2007/1 ~ 2017/2,2013,2,2017,2,27,5,1,outputs/pdfs_full/건축공학부__ARE5013__건축종합설계2.pdf,ok
ARE5014,토질및기초공학,H0002521,건축공학부,건축공학부(학부/서울),2007/1 ~ 2017/2,2010,1,2014,1,22,5,1,outputs/pdfs_full/건축공학부__ARE5014__토질및기초공학.pdf,ok
ARE5016,건설경영,H0002886,건축학부,건축학부(학부/서울),2009/1 ~ 2030/2,2022,1,2026,1,31,5,2,outputs/pdfs_full/건축학부__ARE5016__건설경영.pdf,ok
ARE5027,HVAC 시스템디자인,H0002521,건축공학부,건축공학부(학부/서울),2008/1 ~ 2029/2,2022,1,2026,1,30,5,1,outputs/pdfs_full/건축공학부__ARE5027__HVAC_시스템디자인.pdf,ok
ARE5028,건축구조시스템,H0002886,건축학부,건축학부(학부/서울),2006/1 ~ 2028/2,2022,1,2026,1,40,5,2,outputs/pdfs_full/건축학부__ARE5028__건축구조시스템.pdf,ok
ARE5029,한국근현대건축의이해,H0002886,건축학부,건축학부(학부/서울),2009/1 ~ 2031/2,2021,2,2024,2,16,4,1,outputs/pdfs_full/건축학부__ARE5029__한국근현대건축의이해.pdf,ok
ARE5031,공학프로젝트및현장실습1,H0002521,건축공학부,건축공학부(학부/서울),2008/1 ~ 2018/2,2014,1,2018,1,21,5,1,outputs/pdfs_full/건축공학부__ARE5031__공학프로젝트및현장실습1.pdf,ok
ARE5032,공학프로젝트및현장실습2,H0002521,건축공학부,건축공학부(학부/서울),2008/1 ~ 2018/2,2014,2,2018,2,21,5,1,outputs/pdfs_full/건축공학부__ARE5032__공학프로젝트및현장실습2.pdf,ok
ARE5041,보존과활용,H0002886,건축학부,건축학부(학부/서울),2017/1 ~ 2031/2,2021,1,2026,1,26,5,1,outputs/pdfs_full/건축학부__ARE5041__보존과활용.pdf,ok
ARE5042,파라매트릭스디자인,H0002886,건축학부,건축학부(학부/서울),2017/1 ~ 2019/2,2018,2,2019,2,7,2,1,outputs/pdfs_full/건축학부__ARE5042__파라매트릭스디자인.pdf,ok
ARE5043,건축형태이론,H0002886,건축학부,건축학부(학부/서울),2017/1 ~ 2027/2,2019,2,2025,2,15,4,1,outputs/pdfs_full/건축학부__ARE5043__건축형태이론.pdf,ok
ARE5045,UX기반공간연구,H0002886,건축학부,건축학부(학부/서울),2020/1 ~ 2031/2,2022,2,2025,2,10,4,1,outputs/pdfs_full/건축학부__ARE5045__UX기반공간연구.pdf,ok
ARE6041,강구조,H0002521,건축공학부,건축공학부(학부/서울),2012/1 ~ 2030/2,2022,1,2026,1,16,5,1,outputs/pdfs_full/건축공학부__ARE6041__강구조.pdf,ok
ATC0001,HCI와아트테크놀로지디자인씽킹,H0004361,예술융합소프트웨어 융합전공,예술융합소프트웨어 융합전공,2014/2 ~ 2028/2,2017,2,2018,2,4,2,2,outputs/pdfs_full/예술융합소프트웨어_융합전공__ATC0001__HCI와아트테크놀로지디자인씽킹.pdf,ok
ATC0002,사운드스케이프캡스톤디자인,H0004361,예술융합소프트웨어 융합전공,예술융합소프트웨어 융합전공,2014/2 ~ 2028/2,2017,2,2018,2,2,2,2,outputs/pdfs_full/예술융합소프트웨어_융합전공__ATC0002__사운드스케이프캡스톤디자인.pdf,ok
